,Grapheme,Phoneme
53,در همين راستا ناتو موظف است به‌طور منظم همه‌ساله تجهيزات نظامي‌و ميزان آمادگي نيروهاي نظامي كشورهاي عضو را بررسي كرده و در صورت وجود ، هر گونه نقص ، كمبود و يا نقطه‌ضعف در بخش‌هاي نظامي در برطرف كردن آن با كمك دولت‌هاي عضو تلاش كند,"dar hamin r/st/ n/to movazzaf ]ast be tore1 monazzam hames/le ta,hiz/te1 nez/mi va miz/ne1 ]/m/degie1 niruh/ye1 nez/mie1 ke.varh/ye1 ]ozv r/ barrasi karde va dar surate1 vo,ude1 har gune naqs kambud va y/ noqteza]f dar bax.h/ye1 nez/mi dar bartaraf kardane1 ]/n b/ komake1 dolath/ye1 ]ozv tal/. konad
"
54,با اجراي اين روش ، كشورهاي عضو برنامه‌هاي مربوط به تاسيسات نظامي ، فرودگاه‌ها و پايگاه‌ها و ساير بخش‌هاي نظامي خود را با هماهنگي يكديگر به اجرا مي‌گذارند,"b/ ]e,r/ye1 ]in rave. ke.varh/ye1 ]ozv barn/meh/ye1 marbut be ta]sis/te1 nez/mi forudg/hh/ va p/yg/hh/ va s/yere1 bax.h/ye1 nez/mie1 xod r/ b/ ham/hangie1 yekdigar be ]e,r/ migoz/rand
"
55,در نهايت ، آخرين تعهدات كشورهاي عضو ، طبق مفاد پيمان آتلانتيك شمالي ، شامل مواردي مي‌شود كه كشورها بايد بيشترين تفاهم ممكن را در ساير امور ، از جمله سياست‌هاي كلي ، ثبات و رفاه عمومي و اتخاذ سياست‌هاي اقتصادي بين‌المللي ايجاد كنند ، تا به‌اين طريق هماهنگي و اتخاذ سياست‌هاي امنيتي مشترك تسهيل شود,"darnah/yat ]/xarin ta]ahhod/te1 ke.varh/ye1 ]ozv tebqe1 mof/dde1 peym/ne1 ]/tl/ntike1 .om/li ./mele1 mav/redi mi.avad ke ke.varh/ b/yad bi.tarin taf/home1 momken r/ dar s/yere1 ]omur ]az ,omle siy/sath/ye1 kolli sob/t va ref/he1 ]omumi va ]ettex/ze1 siy/sath/ye1 ]eqtes/die1 beynolmelali ]i,/d konand t/ be]intariq ham/hangi va ]ettex/ze1 siy/sath/ye1 ]amniyatie1 mo.tarak tashil .avad
"
56,با آن كه سازمان آتلانتيك شمالي يك پيمان نظامي محسوب مي‌شود ، ولي همان‌طور كه از اهداف اعضاي ناتو مشخص است ، اين سازمان براي گسترش همكاري‌هاي سياسي ، اقتصادي و اجتماعي بين دولت‌هاي عضو نيز موجباتي را فراهم كرده است,"b/]/nke s/zm/ne1 ]/tl/ntike1 .om/li yek peym/ne1 nez/mi mahsub mi.avad vali ham/ntorke ]az ]ahd/fe1 ]a]z/ye1 n/to mo.axxas ]ast ]in s/zm/n bar/ye gostare.e1 hamk/rih/ye1 siy/si ]eqtes/di va ]e,tem/]i beyne1 dolath/ye1 ]ozv niz mo,eb/ti r/ far/ham karde ]ast
"
57,ناتو ، با توجه به گسترش فعاليت خود از زمان تشكيل به بعد به‌تدريج گسترده‌تر و پيچيده‌تر شده و تشكيلات نسبتاً ساده‌ي آن در سال هزار وَ نُهصد وَ نود وَ پنج‌در كنفرانس ليسبون پرتغال مورد تجديد نظر قرار گرفته و,"n/to b/ tava,,oh be gostare.e1 fa]]/liyate1 xod ]az zam/ne1 ta.kil be ba]d betadri, gostardetar va pi'idetar .ode va ta.kil/te1 nesbatan s/deye1 ]/n dar s/le1 hez/r va nohsad va navad va pan, dar konfer/nse1 lisbone1 portoq/l morede1 ta,dide1 nazar qar/r gerefte va 
"
58,به‌مرور زمان تحول و تكامل‌يافته است ، به‌طوري‌كه امروزه اين سازمان ، شامل نهادها و تشكيلات متعددي در زمينه‌هاي نه‌تنها نظامي بلكه سياسي ، اقتصادي ، فرهنگي ، علمي ، جاسوسي و ضدجاسوسي به‌عنوان ابزار اصلي در دست كشورهاي غرب و به‌منظور حفظ منافع آن‌ها عمل مي‌كند,"be morure1 zam/n tahavvol va tak/mol y/fte ]ast betorike ]emruze ]in s/zm/n ./mele1 nah/dh/ va ta.kil/te1 mote]addedi dar zamineh/ye1 natanh/ nez/mi balke siy/si ]eqtes/di farhangi ]elmi ,/susi va zedde1 ,/susi ]ast ke be ]onv/ne1 ]abz/re1 ]asli dar daste1 ke.varh/ye1 qarb va be manzure1 hefze1 man/fe]e1 ]/nh/ ]amal mikonad
"
59,تشكيلات سازمان پيمان آتلانتيك شمالي به‌طور عمده شامل سه نهاد اصلي است ، شوراي آتلانتيك شمالي ، دبيرخانه و كميته‌ي نظامي,"ta.kil/te1 s/zm/ne1 peym/ne1 ]/tl/ntike1 .om/li be tore1 ]omde ./mele1 se nah/de1 ]asli ]ast .or/ye1 ]/tl/ntike1 .om/li dabirx/ne va komiteye1 nez/mi
"
60,درواقع شورا ، دبيرخانه و ارگان‌هاي تابعه بخش غيرنظامي و كميته‌ي نظامي‌و نهادهاي زيرمجموعه‌ي آن بخش نظامي ناتو را تشكيل مي‌دهند,"darv/qe] .or/ dabirx/ne va ]org/nh/ye1 t/be]e bax.e1 qeyrenez/mi va komiteye1 nez/mi va nah/dh/ye1 zirma,mu]eye1 ]/n bax.e1 nez/mie1 n/to r/ ta.kil midahand
"
61,شوراي آتلانتيك شمالي ركن اصلي ناتو است و در جلسات آن تمامي كشورهاي عضو شركت دارند,".or/ye1 ]/tl/ntike1 .om/li rokne1 ]aslie1 n/to ]ast va dar ,alas/te1 ]/n tam/mie1 ke.varh/ye1 ]ozv .erkat d/rand
"
62,تصميم‌گيري در اين نهاد به‌اتفاق آراست و هر كشور حق دادن تنها يك راي را دارد,"tasmimgiri dar ]in nah/d be ]ettef/qe1 ]/r/ ]ast va har ke.var haqqe1 d/dane1 tanh/ yek ra]y r/ d/rad
"
63,شورا در دو سطح تشكيل جلسه مي‌دهد ، يكي در سطح وزيران كه به شوراي وزيران موسوم است و اغلب سالي دو بار جلسات آن برگزار مي‌شود و ديگري در سطح نمايندگان دايمي كشورها موسوم به شوراي نمايندگان دايمي ، كه هر يك از دولت‌هاي عضو ناتو ، داراي يك هيات نمايندگي در مقر ناتو در بروكسل است,".or/ dar do sath ta.kile1 ,alase midahad yeki dar sathe1 vazir/n ke be .or/ye1 vazir/n mosum ]ast va ]aqlab s/li do b/r ,alas/te1 ]/n bargoz/r mi.avad va digari dar sathe1 nam/yandeg/ne1 d/]emie1 ke.varh/ mosum be .or/ye1 nam/yandeg/ne1 d/]emi ke har yek ]az dolath/ye1 ]ozve1 n/to d/r/ye1 yek hey]ate1 nam/yandegi dar maqarre1 n/to dar boruksel ]ast
"
64,صلاحيت شوراي وزيران در وهله‌ي اول رسيدگي به مسايل سياسي است,"sal/hiyate1 .or/ye1 vazir/n dar vahleye1 ]avval residegi be mas/]ele1 siy/si ]ast
"
65,در اين زمينه هر موضوعي كه به‌طور مستقيم يا غيرمستقيم به سازمان مربوط مي‌شود ، مي‌تواند مورد بررسي شورا قرار گيرد,"dar ]in zamine har mozu]i ke be tore1 mostaqim y/ qeyremostaqim be s/zem/n marbut mi.avad mitav/nad morede1 barrasie1 .or/ qar/r girad
"
66,همين‌طور از وظايف ديگر شوراي وزيران تصميم‌گيري در امور مختلف اداري ، مالي ، برقراري ارتباط ميان مقام‌هاي غيرنظامي و نظامي ، بررسي سياست‌هاي بين‌المللي و تعيين خط‌مشي‌هاي كلي سازمان مي‌باشد,"hamintor ]az vaz/yefe1 digare1 .or/ye1 vazir/n tasmimgiri dar ]omure1 moxtalefe1 ]ed/ri m/li barqar/rie1 ]erteb/t miy/ne1 maq/mh/ye1 qeyrenez/mi va nez/mi barrasie1 siy/sath/ye1 beynolmelali va ta]yine1 xattema.yh/ye1 kollie1 s/zem/n mib/.ad
"
67,بر خلاف شوراي وزيران ، شوراي نمايندگان دايمي معمولا هفته‌يي چند بار تشكيل جلسه داده و وظيفه‌ي آن تعقيب سياست‌ها و تصميم‌هايي است كه‌در سطح شوراي وزيران اتخاذ شده‌است,"barxal/fe1 .or/ye1 vazir/n .or/ye1 nam/yandeg/ne1 d/]emi ma]mulan hafte]i 'and b/r ta.kile1 ,alese d/de va vazifeye1 ]/n ta]qibe1 siy/sath/ va tasmimh/]i ]ast ke dar sathe1 .or/ye1 vazir/n ]ettex/z .ode ]ast
"
68,از وظايف ديگر اين نهاد ، مطالعه و تطبيق فعاليت‌هاي نهادهاي مختلف سازمان و تبادل‌نظر در مورد مسايل سياسي و بين‌المللي است,"]az vaz/yefe1 digare1 ]in nah/d mot/le]e va tatbiqe1 fa]]/liyath/ye1 nah/dh/ye1 moxtalefe1 s/zem/n va tab/dole1 nazar dar morede1 mas/]ele1 siy/si va beynolmelali ]ast
"
69,ضمن اين‌كه شورا با توجه به تصميم‌هاي كلي ، دستورالعمل‌هاي لازم براي ساير نهادها ، از جمله كميته‌ي نظامي را تهيه مي‌كند,"zemne]inke .or/ b/ tava,,oh be tasmimh/ye1 kolli dasturol]amalh/ye1 l/zem bar/ye s/yere1 nah/dh/ ]az ,omle komiteye1 nez/mi r/ tahiye mikonad
"
70,شوراي آتلانتيك شمالي ، علاوه‌بر شوراي وزيران و شوراي نمايندگان دايمي ، تعدادي كميته و گروه تشكيل داده تا مسايل مختلف سياسي ، اجتماعي ، اقتصادي ، فرهنگي و غيره را كه به آن‌ها ارجاع مي‌شود ، مورد مطالعه قرار دهد و نظرات خود را به‌شكل توصيه و يا پيشنهاد در اختيار شورا قرار دهند,".or/ye1 ]/tl/ntike1 .om/li ]al/vebar .or/ye1 vazir/n va .or/ye1 nam/yandeg/ne1 d/]emi te]d/di komite va goruh ta.kil d/de t/ mas/]ele1 moxtalefe1 siy/si ]e,tem/]i ]eqtes/di farhangi va qeyre r/ ke be ]/nh/ ]er,/] mi.avad morede1 mot/le]e qar/r dahand va nazar/te1 xod r/ be .ekle1 tosiye va y/ pi.nah/d dar ]extiy/re1 .or/ qar/r dahand
"
71,مهم‌ترين اين كميته‌ها عبارتند از ، كميته‌ي امور سياسي ، كميته‌ي امور اقتصادي و مالي ، كميته‌ي امور انرژي ، كميته‌ي ارتباطات ، كميته‌ي تسليحات و ساير كميته‌ها,"mohemtarine1 ]in komiteh/ ]eb/ratand ]az komiteye1 ]omure1 siy/si komiteye1 ]omure1 ]eqtes/di va m/li komiteye1 ]omure1 ]ener[i komiteye1 ]erteb/t/t komiteye1 taslih/t va s/yere1 komiteh/
"
72,تعداد اين كميته‌ها در صورت لزوم و با نظر شورا قابل‌افزايش است,"te]d/de1 ]in komiteh/ dar surate1 lozum va b/ nazare1 .or/ q/bele1 ]afz/ye. ]ast
"
73,ركن ديگر سازمان آتلانتيك شمالي را دبيرخانه تشكيل مي‌دهد,"rokne1 digare1 s/zem/ne1 ]/tl/ntike1 .om/li r/ dabirx/ne ta.kil midahad
"
74,مسئووليت دبيرخانه را دبيركل عهده‌دار بوده و اين شخص توسط شوراي آتلانتيك شمالي انتخاب و منصوب مي‌شود,"mas]uliyate1 dabirx/ne r/ dabirekol ]ohded/r bude va ]in .axs tavassote1 .or/ye1 ]/tl/ntike1 .om/li ]entex/b va mansub mi.avad
"
75,البته مدت معيني براي دوره‌ي تصدي سمت دبيركل در نظر گرفته نشده‌است,"]albatte moddate1 mo]ayyani bar/ye doreye1 tasaddie1 semate1 dabirekol dar nazar gerefte na.ode ]ast
"
76,از وظايف دبيركل رياست جلسات شوراي نمايندگان دايمي و مسووليت اداره‌ي دبيرخانه و امور مختلف شورا است و نظرات خود را در مسايل گوناگون براي اين شورا ارايه مي‌دهد,"]az vaz/yefe1 dabirekol riy/sate1 ,alas/te1 .or/ye1 nam/yandeg/ne1 d/]emi va mas]uliyate1 ]ed/reye1 dabirx/ne va ]omure1 moxtalefe1 .or/ ]ast va nazar/te1 xod r/ dar mas/]ele1 gun/gun bar/ye .or/ ]er/]e midahad
"
77,بعد از شوراي آتلانتيك شمالي و دبيرخانه كه بخش غيرنظامي سازمان را تشكيل مي‌دهند ، در بخش نظامي ، كميته‌ي نظامي عالي‌ترين نهاد سازمان تلقي مي‌شود,"ba]d ]az .or/ye1 ]/tl/ntike1 .om/li va dabirx/ne ke bax.e1 qeyrenez/mie1 s/zem/n r/ ta.kil midahand dar bax.e1 nez/mi komiteye1 nez/mi ]/litarin nah/de1 s/zem/n talaqqi mi.avad
"
78,اين كميته متشكل از روساي ستاد تمامي كشورهاي عضو بوده و در مقابل شوراي آتلانتيك شمالي مسوول است,"]in komite mote.akkel ]az ro]as/ye1 set/de1 tam/mie1 ke.varh/ye1 ]ozv bude va dar moq/bele1 .or/ye1 ]/tl/ntike1 .om/li mas]ul ]ast
"
79,جلسات كميته‌ي نظامي در سطح روساي ستاد كشورهاي عضو در فاصله‌هاي زماني معين و دست‌كم دو بار در سال تشكيل مي‌شود,",alas/te1 komiteye1 nez/mi dar sathe1 ro]as/ye1 set/de1 ke.varh/ye1 ]ozv dar f/seleh/ye1 zam/nie1 mo]ayyan va dastekam do b/r dar s/l ta.kil mi.avad
"
80,كميته‌ي نظامي وظيفه دارد راه‌حل‌هاي نظامي را به شوراي آتلانتيك شمالي ارايه دهد,"komiteye1 nez/mi vazife d/rad r/hehalh/ye1 nez/mi r/ be .or/ye1 ]/tl/ntike1 .om/li ]er/]e dahad
"
81,اين كميته ، مانند شوراي آتلانتيك شمالي بعد از كنفرانس ليسبون در سال هزار وَ نُهصد وَ پنجاه وَ دو تصميم گرفت ، يك نهاد دايمي بنام كميته‌ي نمايندگان نظامي تاسيس كند,"]in komite m/nande1 .or/ye1 ]/tl/ntike1 .om/li ba]d ]az konfer/nse1 lisbon dar s/le1 hez/r va nohsad va pan,/h va do tasmim gereft yek nah/de1 d/]emi be n/me1 komiteye1 nam/yandeg/ne1 nez/mi ta]sis konad
"
82,اين كميته‌ي جديدالتاسيس در فاصله‌ي بين جلسات كميته‌ي نظامي به مسايل مختلف نظامي رسيدگي كرده و در كليه‌ي موارد به‌غير از مسايلي كه مستلزم تصويب روساي ستاد ارتش كشورهاي عضو باشد ، تصميم‌گيري,"]in komiteye1 ,adidotta]sis dar f/seleye1 beyne1 ,alas/te1 komiteye1 nez/mi be mas/]ele1 moxtalefe1 nez/mi residegi karde va dar kolliyeye1 mav/red beqeyr]az mas/]eli ke mostalzeme1 tasvibe1 ro]as/ye1 set/de1 ]arte.e1 ke.varh/ye1 ]ozv b/.ad tasmimgiri
"
83,مي‌كند,"mikonad
"
84,كميته‌ي نظامي خود در برگيرنده‌ي نهاد نظامي بوده كه از بين اين نهادها مهم‌ترين آن فرماندهي عالي نظامي است,"komiteye1 nez/mi xod darbargirandeye1 nah/de1 nez/mi bude ke ]az beyne1 ]in nah/dh/ mohemtarine1 ]/n farm/ndehie1 ]/lie1 nez/mi ]ast
"
85,اين فرماندهي عالي از نظر حوزه‌ي جغرافيايي به‌سه فرماندهي عالي نظامي‌و يك گروه برنامه‌ريزي منطقه‌يي به‌طريق زير تقسيم‌شده است ، يك ، فرماندهي عالي اروپا ، قلمرو اين فرماندهي عالي از دماغه‌ي شمال تا درياي مديترانه و از اقيانوس اطلس آتلانتيك تا شرق تركيه ، به‌جز انگليس و پرتغال مي‌باشد,"]in farm/ndehie1 ]/li ]az nazare1 hozeye1 ,oqr/fiy/yi be se farm/ndehie1 ]/lie1 nez/mi va yek goruhe1 barn/merizie1 mantaqe]i be tariqe1 zir taqsim .ode ]ast yek farm/ndehie1 ]/lie1 ]orup/ qalamroe1 ]in farm/ndehie1 ]/li ]az dam/qeye1 .om/l t/ dary/ye1 meditar/ne va ]az ]oqy/nuse1 ]atlas ]/tl/ntik t/ .arqe1 torkiye be,oz ]engelis va portoq/l mib/.ad
"
86,اين فرماندهي خود داراي فرماندهي‌هاي زير مي‌باشد ، فرماندهي اروپاي شمالي ، مركز آن در نروژ فرماندهي اروپاي مركزي ، مركز آن در هلند فرماندهي اروپاي جنوبي ، مركز آن در ايتاليا منطقه‌ي انگليس ، مركز آن در انگليس,"]in farm/ndehi xod d/r/ye1 farm/ndehih/ye1 zir mib/.ad farm/ndehie1 ]orup/ye1 .om/li markaze1 ]/n dar norve[ farm/ndehie1 ]orup/ye1 markazi markaze1 ]/n dar holand farm/ndehie1 ]orup/ye1 ,onubi markaze1 ]/n dar ]it/liy/ mantaqeye1 ]engelis markaze1 ]/n dar ]engelis
"
87,دو ، فرماندهي عالي آتلانتيك ، قلمرو اين فرماندهي عالي از قطب شمال تا مدار راس السرطان و از آب‌هاي ساحلي آمريكاي‌شمالي تا آب‌هاي ساحلي اروپا و آفريقا و نيز پرتغال دارد,"do farm/ndehie1 ]/lie1 ]/tl/ntik qalamroe1 ]in farm/ndehie1 ]/li ]az qotbe1 .om/l t/ mad/re1 ra]sossarat/n va ]az ]/bh/ye1 s/helie1 ]/mrik/ye1 .om/li t/ ]/bh/ye1 s/helie1 ]orup/ va ]/friq/ va niz portoq/l d/rad
"
88,اين فرماندهي عالي خود داراي فرماندهي‌هاي ديگري است ، فرماندهي آتلانتيك غربي ، مركز آن در آمريكا فرماندهي آتلانتيك شرقي ، مركز آن در انگليس فرماندهي آتلانتيك ايبريا ، مركز آن در پرتغال فرماندهي زيردريايي‌ها ، مركز آن در آمريكا فرماندهي ناوگان ضربت آتلانتيك,"]in farm/ndehie1 ]/li xod d/r/ye1 farm/ndehih/ye1 digari ]ast farm/ndehie1 ]/tl/ntike1 qarbi markaze1 ]/n dar ]/mrik/ farm/ndehie1 ]/tl/ntike1 .arqi markaze1 ]/n dar ]engelis farm/ndehie1 ]/tl/ntike1 ]iberiy/ markaze1 ]/n dar portoq/l farm/ndehie1 zirdary/yih/ markaze1 ]/n dar ]/mrik/ farm/ndehie1 n/vg/ne1 zarbate1 ]/tl/ntik
"
89,سه ، فرماندهي عالي مانش ، قلمرو اين فرماندهي عالي ، درياي مانش و جنوب آب‌هاي درياي شمال است,"se farm/ndehie1 ]/lie1 m/n. qalamrove1 ]in farm/ndehie1 ]/li dary/ye1 m/n. va ,onube1 ]/bh/ye1 dary/ye1 .om/l ]ast
"
90,چهار ، گروه برنامه‌ريزي منطقه‌يي يا گروه برنامه‌ريزي راهبردي ، اين گروه شامل ايالات‌متحده ي آمريكا و كاناداست و مسووليت طرح‌هاي دفاعي براي منطقه‌ي آفريقاي شمالي را عهده‌دار است,"'ah/r goruhe1 barn/merizie1 mantaqe]i y/ goruhe1 barn/merizie1 r/hbordi ]in goruh ./mele1 ]ey/l/te1 mottahedeye1 ]/mrik/ va k/n/d/ ]ast va mas]uliyate1 tarhh/ye1 def/]i bar/ye mantaqeye1 ]/friq/ye1 .om/li r/ ]ohded/r ]ast
"
